debtor_code,doc_no,entry_type,tx_date,month_year,stock_code,description,debt_group,lane,qty,amount_excl,tax_amount,amount_incl,source_file,is_cyl,is_lpg,paired_cyl_doc,notes
JIM001,00012088,Invoice,2022-01-28,2022-01,19.1,,CYL,CYL,5.0,0.0,0.0,0.0,,True,False,,
JIM001,00012120,Invoice,2022-02-01,2022-02,19.3,,LPG,LPG,3.0,1254.78,188.22,1443.0,,False,True,,
JIM001,00012120,Invoice,2022-02-01,2022-02,9.4,,LPG,LPG,3.0,0.0,0.0,0.0,,False,True,,
JIM001,00012163,Invoice,2022-02-04,2022-02,19.3,,LPG,LPG,4.0,1673.04,250.96,1924.0,,False,True,,
JIM001,00012178,Invoice,2022-02-05,2022-02,19.1,DN#4464- EMPTY,CYL,CYL,6.0,300.0,45.0,345.0,,True,False,,
JIM001,00012228,Invoice,2022-02-10,2022-02,19.3,,LPG,LPG,4.0,1673.04,250.96,1924.0,,False,True,,
JIM001,00003216,Crd Note,2022-02-11,2022-02,19.1,,CYL,CYL,-6.0,-300.0,-45.0,-345.0,,True,False,,
JIM001,00012285,Invoice,2022-02-15,2022-02,19.3,,LPG,LPG,5.0,2091.3,313.7,2405.0,,False,True,,
JIM001,00012312,Invoice,2022-02-17,2022-02,19.4,,LPG,LPG,3.0,1254.78,188.22,1443.0,,False,True,,
JIM001,00012316,Invoice,2022-02-17,2022-02,19.1,,CYL,CYL,2.0,600.0,90.0,690.0,,True,False,,
JIM001,00012340,Invoice,2022-02-21,2022-02,19.4,,LPG,LPG,4.0,1673.04,250.96,1924.0,,False,True,,
JIM001,00012387,Invoice,2022-02-25,2022-02,19.3,,LPG,LPG,3.0,1254.78,188.22,1443.0,,False,True,,
JIM001,00003272,Crd Note,2022-02-26,2022-02,19.1,,CYL,CYL,-2.0,-600.0,-90.0,-690.0,,True,False,,
JIM001,00012403,Invoice,2022-02-28,2022-02,19.4,,LPG,LPG,3.0,1254.78,188.22,1443.0,,False,True,,
JIM001,00012460,Invoice,2022-03-04,2022-03,19.3,,LPG,LPG,4.0,1673.04,250.96,1924.0,,False,True,,
JIM001,00012501,Invoice,2022-03-08,2022-03,19.3,,LPG,LPG,3.0,1280.88,192.13,1473.01,,False,True,,
JIM001,00012523,Invoice,2022-03-10,2022-03,19.3,,LPG,LPG,4.0,1746.16,261.92,2008.08,,False,True,,
JIM001,00012561,Invoice,2022-03-14,2022-03,19.3,,LPG,LPG,3.0,1309.62,196.44,1506.06,,False,True,,
JIM001,00012621,Invoice,2022-03-17,2022-03,19.4,,LPG,LPG,3.0,1309.62,196.44,1506.06,,False,True,,
JIM001,00012638,Invoice,2022-03-22,2022-03,19.4,,LPG,LPG,5.0,2182.7,327.41,2510.11,,False,True,,
JIM001,00012676,Invoice,2022-03-24,2022-03,19.4,,LPG,LPG,4.0,1746.16,261.92,2008.08,,False,True,,
JIM001,00012718,Invoice,2022-03-28,2022-03,19.3,,LPG,LPG,4.0,1746.16,261.92,2008.08,,False,True,,
JIM001,00012761,Invoice,2022-04-01,2022-04,19.4,,LPG,LPG,4.0,1746.16,261.92,2008.08,,False,True,,
JIM001,00012792,Invoice,2022-04-04,2022-04,19.4,,LPG,LPG,3.0,1309.62,196.44,1506.06,,False,True,,
JIM001,00012843,Invoice,2022-04-07,2022-04,19.3,,LPG,LPG,4.0,1890.2,283.53,2173.73,,False,True,,
JIM001,00012911,Invoice,2022-04-12,2022-04,19.4,,LPG,LPG,5.0,2360.85,354.13,2714.98,,False,True,,
JIM001,00012946,Invoice,2022-04-13,2022-04,19.3,,LPG,LPG,3.0,1417.65,212.65,1630.3,,False,True,,
JIM001,00013011,Invoice,2022-04-19,2022-04,19.4,,LPG,LPG,3.0,1417.65,212.65,1630.3,,False,True,,
JIM001,00013061,Invoice,2022-04-21,2022-04,19.4,DN 20012.,LPG,LPG,5.0,2362.75,354.41,2717.16,,False,True,,
JIM001,00013067,Invoice,2022-04-21,2022-04,19.1,REFER TO INV13061,CYL,CYL,2.0,600.0,90.0,690.0,,True,False,,
JIM001,00013158,Invoice,2022-04-28,2022-04,19.3,,LPG,LPG,7.0,3307.85,496.18,3804.03,,False,True,,
JIM001,00013161,Invoice,2022-04-28,2022-04,19.1,,CYL,CYL,7.0,2100.0,315.0,2415.0,,True,False,,
JIM001,00003470,Crd Note,2022-04-29,2022-04,19.1,,CYL,CYL,-7.0,-2100.0,-315.0,-2415.0,,True,False,,
JIM001,00003500,Crd Note,2022-05-04,2022-05,19.1,,CYL,CYL,-4.0,-1200.0,-180.0,-1380.0,,True,False,,
JIM001,00003501,Crd Note,2022-05-04,2022-05,19.1,REFER TO INV13061,CYL,CYL,-2.0,-600.0,-90.0,-690.0,,True,False,,
JIM001,00013255,Invoice,2022-05-04,2022-05,19.3,,LPG,LPG,4.0,1938.44,290.77,2229.21,,False,True,,
JIM001,00013256,Invoice,2022-05-04,2022-05,19.1,,CYL,CYL,4.0,1200.0,180.0,1380.0,,True,False,,
JIM001,00003534,Crd Note,2022-05-07,2022-05,19.1,,CYL,CYL,-3.0,-900.0,-135.0,-1035.0,,True,False,,
JIM001,00013332,Invoice,2022-05-07,2022-05,19.4,,LPG,LPG,3.0,1453.83,218.07,1671.9,,False,True,,
JIM001,00013333,Invoice,2022-05-07,2022-05,19.1,D/N20346,CYL,CYL,3.0,900.0,135.0,1035.0,,True,False,,
JIM001,00013359,Invoice,2022-05-09,2022-05,19.3,,LPG,LPG,3.0,1453.83,218.07,1671.9,,False,True,,
JIM001,00013360,Invoice,2022-05-09,2022-05,19.1,,CYL,CYL,3.0,900.0,135.0,1035.0,,True,False,,
JIM001,00003566,Crd Note,2022-05-12,2022-05,19.1,,CYL,CYL,-4.0,-1200.0,-180.0,-1380.0,,True,False,,
JIM001,00003578,Crd Note,2022-05-12,2022-05,19.1,,CYL,CYL,-4.0,-1200.0,-180.0,-1380.0,,True,False,,
JIM001,00013452,Invoice,2022-05-12,2022-05,19.3,,LPG,LPG,4.0,1938.44,290.77,2229.21,,False,True,,
JIM001,00013453,Invoice,2022-05-12,2022-05,19.1,,CYL,CYL,4.0,1200.0,180.0,1380.0,,True,False,,
JIM001,00013518,Invoice,2022-05-17,2022-05,19.3,,LPG,LPG,4.0,1938.32,290.75,2229.07,,False,True,,
JIM001,00003602,Crd Note,2022-05-19,2022-05,19.1,13563- 1028,CYL,CYL,-3.0,-1560.0,-234.0,-1794.0,,True,False,,
JIM001,00013563,Invoice,2022-05-19,2022-05,19.3,,LPG,LPG,4.0,1938.32,290.75,2229.07,,False,True,,
JIM001,00013571,Invoice,2022-05-19,2022-05,19.1,,CYL,CYL,4.0,2080.0,312.0,2392.0,,True,False,,
JIM001,00003617,Crd Note,2022-05-23,2022-05,19.1,13637 D/N1041,CYL,CYL,-2.0,-1040.0,-156.0,-1196.0,,True,False,,
JIM001,00013637,Invoice,2022-05-23,2022-05,19.3,1041,LPG,LPG,3.0,1453.74,218.06,1671.8,,False,True,,
JIM001,00013685,Invoice,2022-05-27,2022-05,19.3,,LPG,LPG,4.0,1938.32,290.75,2229.07,,False,True,,
JIM001,00003641,Crd Note,2022-05-31,2022-05,19.1,,CYL,CYL,-5.0,-2600.0,-390.0,-2990.0,,True,False,,
JIM001,00013744,Invoice,2022-05-31,2022-05,19.3,,LPG,LPG,5.0,2422.9,363.44,2786.34,,False,True,,
JIM001,00013745,Invoice,2022-05-31,2022-05,19.1,DN#21125-EMPTY,CYL,CYL,5.0,2600.0,390.0,2990.0,,True,False,,
JIM001,00003653,Crd Note,2022-06-03,2022-06,19.1,,CYL,CYL,-1.0,-520.0,-78.0,-598.0,,True,False,,
JIM001,00013822,Invoice,2022-06-03,2022-06,19.4,,LPG,LPG,4.0,1938.32,290.75,2229.07,,False,True,,
JIM001,00013823,Invoice,2022-06-03,2022-06,19.1,,CYL,CYL,4.0,2080.0,312.0,2392.0,,True,False,,
JIM001,00013877,Invoice,2022-06-07,2022-06,19.3,,LPG,LPG,4.0,1938.32,290.75,2229.07,,False,True,,
JIM001,00013937,Invoice,2022-06-10,2022-06,19.3,1415,LPG,LPG,3.0,1453.74,218.06,1671.8,,False,True,,
JIM001,00013968,Invoice,2022-06-14,2022-06,19.3,,LPG,LPG,3.0,1453.74,218.06,1671.8,,False,True,,
JIM001,00014049,Invoice,2022-06-17,2022-06,19.4,D/N 1447,LPG,LPG,4.0,1938.32,290.75,2229.07,,False,True,,
JIM001,00014116,Invoice,2022-06-21,2022-06,19.4,D/N1367,LPG,LPG,4.0,1938.32,290.75,2229.07,,False,True,,
JIM001,00014788,Invoice,2022-06-23,2022-06,19.4,D/N 1376,LPG,LPG,3.0,1404.18,210.63,1614.81,,False,True,,
JIM001,00014341,Invoice,2022-06-28,2022-06,19.4,D/N 1203,LPG,LPG,4.0,1938.32,290.75,2229.07,,False,True,,
JIM001,00014279,Invoice,2022-07-02,2022-07,19.3,D/N 1224,LPG,LPG,4.0,1938.32,290.75,2229.07,,False,True,,
JIM001,00014353,Invoice,2022-07-07,2022-07,19.3,D/N 1559,LPG,LPG,8.0,3876.64,581.5,4458.14,,False,True,,
JIM001,00014521,Invoice,2022-07-14,2022-07,19.4,D/N 1985,LPG,LPG,4.0,1872.24,280.84,2153.08,,False,True,,
JIM001,00014521,Invoice,2022-07-14,2022-07,19.3,D/N 1985,LPG,LPG,1.0,468.06,70.21,538.27,,False,True,,
JIM001,00003790,Crd Note,2022-07-22,2022-07,19.1,EMPTIES D/N 1917,CYL,CYL,-6.0,-3120.0,-468.0,-3588.0,,True,False,,
JIM001,00014654,Invoice,2022-07-22,2022-07,19.4,D/N 1917,LPG,LPG,6.0,2808.36,421.25,3229.61,,False,True,,
JIM001,00014663,Invoice,2022-07-22,2022-07,19.1,,CYL,CYL,6.0,3120.0,468.0,3588.0,,True,False,,
JIM001,00014744,Invoice,2022-07-27,2022-07,1901,D/N 1644,LPG,LPG,7.0,3276.42,491.46,3767.88,,False,True,,
JIM001,00014744,Invoice,2022-07-27,2022-07,9.3,D/N 1644,LPG,LPG,1.0,221.71,33.26,254.97,,False,True,,
JIM001,00014744,Invoice,2022-07-27,2022-07,1901,D/N 1644,LPG,LPG,1.0,468.06,70.21,538.27,,False,True,,
JIM001,00003791,Crd Note,2022-08-04,2022-08,19.1,D/N 1546,CYL,CYL,-1.0,-520.0,-78.0,-598.0,,True,False,,
JIM001,00014916,Invoice,2022-08-04,2022-08,19.3,D/N 1546,LPG,LPG,6.0,2857.92,428.69,3286.61,,False,True,,
JIM001,00003817,Crd Note,2022-08-10,2022-08,19.1,D/N1761,CYL,CYL,-2.0,-1040.0,-156.0,-1196.0,,True,False,,
JIM001,00014994,Invoice,2022-08-10,2022-08,19.3,D/N 1759 1761,LPG,LPG,1.0,476.32,71.45,547.77,,False,True,,
JIM001,00014994,Invoice,2022-08-10,2022-08,19.3,D/N 1759 1761,LPG,LPG,8.0,3810.56,571.58,4382.14,,False,True,,
JIM001,00015004,Invoice,2022-08-10,2022-08,19.1,D/N1761,CYL,CYL,3.0,1560.0,234.0,1794.0,,True,False,,
JIM001,00003901,Crd Note,2022-08-19,2022-08,19.3,WRONG QUANTITY,LPG,LPG,-5.0,-2381.6,-357.24,-2738.84,,False,True,,
JIM001,00003906,Crd Note,2022-08-19,2022-08,19.1,D/N 1500 EMPTIES,CYL,CYL,-8.0,-4160.0,-624.0,-4784.0,,True,False,,
JIM001,00015189,Invoice,2022-08-19,2022-08,19.3,D/N 1500,LPG,LPG,5.0,2381.6,357.24,2738.84,,False,True,,
JIM001,00015191,Invoice,2022-08-19,2022-08,19.3,D/N 1500.,LPG,LPG,8.0,3810.56,571.58,4382.14,,False,True,,
JIM001,00015192,Invoice,2022-08-19,2022-08,19.1,D/N 1500 EMPTIES,CYL,CYL,8.0,4160.0,624.0,4784.0,,True,False,,
JIM001,00003963,Crd Note,2022-08-27,2022-08,9.1,MISTAKE,CYL,CYL,-6.0,-3120.0,-468.0,-3588.0,,True,False,,
JIM001,00003964,Crd Note,2022-08-27,2022-08,19.1,D/N 2024 EMPTIES.,CYL,CYL,-8.0,-4160.0,-624.0,-4784.0,,True,False,,
JIM001,00003964,Crd Note,2022-08-27,2022-08,19.3,D/N 2024 EMPTIES.,LPG,LPG,-1.0,-476.32,-71.45,-547.77,,False,True,,
JIM001,00015343,Invoice,2022-08-27,2022-08,19.4,D/N 2024,LPG,LPG,6.0,2857.92,428.69,3286.61,,False,True,,
JIM001,00015345,Invoice,2022-08-27,2022-08,9.1,D/N 2024 EMPTIES,CYL,CYL,6.0,3120.0,468.0,3588.0,,True,False,,
JIM001,00015346,Invoice,2022-08-27,2022-08,19.1,D/N 2024 EMPTIES.,CYL,CYL,6.0,3120.0,468.0,3588.0,,True,False,,
JIM001,00003966,Crd Note,2022-08-29,2022-08,19.1,D/N2024,CYL,CYL,-3.0,-1560.0,-234.0,-1794.0,,True,False,,
JIM001,00003967,Crd Note,2022-08-29,2022-08,19.1,D/N2024 EMPTIES,CYL,CYL,-5.0,-2600.0,-390.0,-2990.0,,True,False,,
JIM001,00003969,Crd Note,2022-08-29,2022-08,19.4,D/N 2024,LPG,LPG,-1.0,-476.32,-71.45,-547.77,,False,True,,
JIM001,00015360,Invoice,2022-08-29,2022-08,19.4,CRD NOTE WRONG 3964,LPG,LPG,1.0,476.32,71.45,547.77,,False,True,,
JIM001,00015360,Invoice,2022-08-29,2022-08,19.1,CRD NOTE WRONG 3964,CYL,CYL,8.0,4160.0,624.0,4784.0,,True,False,,
JIM001,00003999,Crd Note,2022-09-01,2022-09,19.1,D/N 2039 EMPTIES,CYL,CYL,-5.0,-2600.0,-390.0,-2990.0,,True,False,,
JIM001,00015423,Invoice,2022-09-01,2022-09,S01,D/N 2039,LPG,LPG,2.0,2406.68,361.0,2767.68,,False,True,,
JIM001,00015431,Invoice,2022-09-01,2022-09,S.1,D/N 2039 EMPTIES,CYL,CYL,2.0,1040.0,156.0,1196.0,,True,False,,
JIM001,00015490,Invoice,2022-09-05,2022-09,S01,D/N 2050,LPG,LPG,1.0,1203.34,180.5,1383.84,,False,True,,
JIM001,00015491,Invoice,2022-09-05,2022-09,S.1,D/N 2050 EMPTIES,CYL,CYL,1.0,520.0,78.0,598.0,,True,False,,
JIM001,00015556,Invoice,2022-09-09,2022-09,S.4,D/N 2116,LPG,LPG,1.0,1203.34,180.5,1383.84,,False,True,,
JIM001,00015556,Invoice,2022-09-09,2022-09,D01,D/N 2116,LPG,LPG,2.0,2406.68,361.0,2767.68,,False,True,,
JIM001,00004034,Crd Note,2022-09-10,2022-09,19.1,D/N 2116 EMPTIES,CYL,CYL,-1.0,-520.0,-78.0,-598.0,,True,False,,
JIM001,00004035,Crd Note,2022-09-10,2022-09,S.1,D/N 2116 EMPTIES,CYL,CYL,-2.0,-1040.0,-156.0,-1196.0,,True,False,,
JIM001,00004035,Crd Note,2022-09-10,2022-09,19.1,D/N 2116 EMPTIES,CYL,CYL,-2.0,-1040.0,-156.0,-1196.0,,True,False,,
JIM001,00015560,Invoice,2022-09-10,2022-09,S.1,D/N 2076 EMPTIES,CYL,CYL,1.0,520.0,78.0,598.0,,True,False,,
JIM001,00015560,Invoice,2022-09-10,2022-09,D.1,D/N 2076 EMPTIES,CYL,CYL,2.0,1040.0,156.0,1196.0,,True,False,,
JIM001,00004068,Crd Note,2022-09-15,2022-09,S.1,D/N 2092 EMPTIES,CYL,CYL,-2.0,-1040.0,-156.0,-1196.0,,True,False,,
JIM001,00004068,Crd Note,2022-09-15,2022-09,19.1,D/N 2092 EMPTIES,CYL,CYL,-1.0,-520.0,-78.0,-598.0,,True,False,,
JIM001,00015623,Invoice,2022-09-15,2022-09,D01,D/N 2092,LPG,LPG,1.0,1203.34,180.5,1383.84,,False,True,,
JIM001,00015623,Invoice,2022-09-15,2022-09,D.3,D/N 2092,LPG,LPG,2.0,2406.68,361.0,2767.68,,False,True,,
JIM001,00015626,Invoice,2022-09-15,2022-09,D.1,D/N 2092 EMPTIES,CYL,CYL,3.0,1560.0,234.0,1794.0,,True,False,,
JIM001,00004112,Crd Note,2022-09-23,2022-09,D.1,D/N2472EMPTY,CYL,CYL,-2.0,-1040.0,-156.0,-1196.0,,True,False,,
JIM001,00015782,Invoice,2022-09-23,2022-09,D.3,D/N 2472,LPG,LPG,3.0,3610.02,541.5,4151.52,,False,True,,
JIM001,00015801,Invoice,2022-09-23,2022-09,D.1,D/N2472EMPTY,CYL,CYL,3.0,1560.0,234.0,1794.0,,True,False,,
JIM001,00015865,Invoice,2022-10-01,2022-10,S01,D/N 2487,LPG,LPG,2.0,2406.68,361.0,2767.68,,False,True,,
JIM001,00015953,Invoice,2022-10-07,2022-10,S.4,D/N 2496,LPG,LPG,2.0,2406.68,361.0,2767.68,,False,True,,
JIM001,00016019,Invoice,2022-10-12,2022-10,S01,D/N 2368,LPG,LPG,2.0,2406.68,361.0,2767.68,,False,True,,
JIM001,00016125,Invoice,2022-10-20,2022-10,S01,D/N 2381,LPG,LPG,2.0,2406.68,361.0,2767.68,,False,True,,
JIM001,00016128,Invoice,2022-10-20,2022-10,S.1,D/N 2381 EMPTIES,CYL,CYL,2.0,1040.0,156.0,1196.0,,True,False,,
JIM001,00004209,Crd Note,2022-10-21,2022-10,S.1,D/N2381EMPTY,CYL,CYL,-1.0,-520.0,-78.0,-598.0,,True,False,,
JIM001,00004210,Crd Note,2022-10-21,2022-10,S.1,D/N 2381 EMPTIES,CYL,CYL,-2.0,-1040.0,-156.0,-1196.0,,True,False,,
JIM001,00016185,Invoice,2022-10-26,2022-10,S.3,D/N 2394,LPG,LPG,3.0,3610.02,541.5,4151.52,,False,True,,
JIM001,00004225,Crd Note,2022-10-27,2022-10,S.1,D/N2394 EMPTY,CYL,CYL,-2.0,-1040.0,-156.0,-1196.0,,True,False,,
JIM001,00016200,Invoice,2022-10-27,2022-10,S.1,D/N2394 EMPTY,CYL,CYL,3.0,1560.0,234.0,1794.0,,True,False,,
JIM001,00004255,Crd Note,2022-11-03,2022-11,S.1,D/N2287 EMPTY,CYL,CYL,-1.0,-520.0,-78.0,-598.0,,True,False,,
JIM001,00004256,Crd Note,2022-11-03,2022-11,S.1,D/N 2287 EMPTIES,CYL,CYL,-2.0,-1040.0,-156.0,-1196.0,,True,False,,
JIM001,00016308,Invoice,2022-11-03,2022-11,S01,D/N 2287,LPG,LPG,2.0,2406.68,361.0,2767.68,,False,True,,
JIM001,00016316,Invoice,2022-11-03,2022-11,S.1,D/N 2287 EMPTIES,CYL,CYL,2.0,1040.0,156.0,1196.0,,True,False,,
JIM001,00016397,Invoice,2022-11-10,2022-11,D01,D/N 2506,LPG,LPG,2.0,2335.72,350.36,2686.08,,False,True,,
JIM001,00016400,Invoice,2022-11-10,2022-11,D.1,D/N 2506 EMPTIES,CYL,CYL,2.0,1040.0,156.0,1196.0,,True,False,,
JIM001,00004276,Crd Note,2022-11-11,2022-11,S.1,D/N 2506 EMPTIES,CYL,CYL,-2.0,-1040.0,-156.0,-1196.0,,True,False,,
JIM001,00016419,Invoice,2022-11-11,2022-11,19.1,INV15346TRASTOOLD,CYL,CYL,2.0,1040.0,156.0,1196.0,,True,False,,
JIM001,00016420,Invoice,2022-11-11,2022-11,19.1,INV15560 TRANSTOOLDA,CYL,CYL,1.0,520.0,78.0,598.0,,True,False,,
JIM001,00016421,Invoice,2022-11-11,2022-11,19.1,INV15371TRANSTOOLDAC,CYL,CYL,1.0,520.0,78.0,598.0,,True,False,,
JIM001,00016505,Invoice,2022-11-18,2022-11,S.3,D/N 2574,LPG,LPG,2.0,2335.72,350.36,2686.08,,False,True,,
JIM001,00016557,Invoice,2022-11-24,2022-11,D01,D/N 2542,LPG,LPG,2.0,2335.72,350.36,2686.08,,False,True,,
JIM001,00004336,Crd Note,2022-11-30,2022-11,S.3,DATE,LPG,LPG,-2.0,-2335.72,-350.36,-2686.08,,False,True,,
JIM001,00004337,Crd Note,2022-11-30,2022-11,S.3,D/N 2711,LPG,LPG,-2.0,-2335.72,-350.36,-2686.08,,False,True,,
JIM001,00016647,Invoice,2022-11-30,2022-11,S.3,D/N 2711,LPG,LPG,2.0,2335.72,350.36,2686.08,,False,True,,
JIM001,00016648,Invoice,2022-12-01,2022-12,S.3,D/N 2711,LPG,LPG,2.0,2335.72,350.36,2686.08,,False,True,,
JIM001,00016649,Invoice,2022-12-01,2022-12,19.3,D/N 2711,LPG,LPG,1.0,462.28,69.34,531.62,,False,True,,
JIM001,00016649,Invoice,2022-12-01,2022-12,S.3,D/N 2711,LPG,LPG,2.0,2335.72,350.36,2686.08,,False,True,,
JIM001,00004349,Crd Note,2022-12-06,2022-12,S.4,WRONG QUANTITY,LPG,LPG,-3.0,-3503.58,-525.54,-4029.12,,False,True,,
JIM001,00016718,Invoice,2022-12-06,2022-12,S.4,D/N 2722,LPG,LPG,3.0,3503.58,525.54,4029.12,,False,True,,
JIM001,00016723,Invoice,2022-12-06,2022-12,S.4,D/N 2722,LPG,LPG,4.0,4671.44,700.72,5372.16,,False,True,,
JIM001,00016724,Invoice,2022-12-06,2022-12,S.1,D/N 2722 EMPTIES,CYL,CYL,4.0,2080.0,312.0,2392.0,,True,False,,
JIM001,00004350,Crd Note,2022-12-07,2022-12,S.1,D/N 2722 EMPTIES,CYL,CYL,-2.0,-1040.0,-156.0,-1196.0,,True,False,,
JIM001,00004350,Crd Note,2022-12-07,2022-12,19.1,D/N 2722 EMPTIES,CYL,CYL,-1.0,-520.0,-78.0,-598.0,,True,False,,
JIM001,00004377,Crd Note,2022-12-13,2022-12,D.1,D/N 2748 EMPTIES,CYL,CYL,-3.0,-1560.0,-234.0,-1794.0,,True,False,,
JIM001,00016826,Invoice,2022-12-13,2022-12,D01,D/N 2748,LPG,LPG,1.0,1202.5,180.37,1382.87,,False,True,,
JIM001,00016826,Invoice,2022-12-13,2022-12,D.3,D/N 2748,LPG,LPG,3.0,3607.5,541.13,4148.63,,False,True,,
JIM001,00016830,Invoice,2022-12-13,2022-12,D.1,D/N 2748 EMPTIES,CYL,CYL,4.0,2080.0,312.0,2392.0,,True,False,,
JIM001,00004419,Crd Note,2022-12-19,2022-12,S.1,D/N 2817 EMPTIES,CYL,CYL,-3.0,-900.0,-135.0,-1035.0,,True,False,,
JIM001,00016934,Invoice,2022-12-19,2022-12,S01,D/N 2817,LPG,LPG,4.0,4810.0,721.5,5531.5,,False,True,,
JIM001,00017076,Invoice,2022-12-19,2022-12,S.1,D/N 2817 EMPTIES,CYL,CYL,4.0,1200.0,180.0,1380.0,,True,False,,
JIM001,00017014,Invoice,2022-12-23,2022-12,S.4,D/N 2834,LPG,LPG,2.0,2405.0,360.75,2765.75,,False,True,,
JIM001,00017028,Invoice,2022-12-23,2022-12,S.1,D/N 2834 EMPTIES,CYL,CYL,1.0,300.0,45.0,345.0,,True,False,,
JIM001,00017132,Invoice,2022-12-31,2022-12,S.3,D/N 2946,LPG,LPG,2.0,2405.0,360.75,2765.75,,False,True,,
JIM001,00004441,Crd Note,2023-01-03,2023-01,S.1,D/N 2966 EMPTIES,CYL,CYL,-1.0,-520.0,-78.0,-598.0,,True,False,,
JIM001,00017191,Invoice,2023-01-06,2023-01,S.3,D/N 2981,LPG,LPG,2.0,2464.28,369.64,2833.92,,False,True,,
JIM001,00017256,Invoice,2023-01-12,2023-01,D.3,D/N 3203,LPG,LPG,2.0,2464.28,369.64,2833.92,,False,True,,
JIM001,00017357,Invoice,2023-01-23,2023-01,S01,D/N 3081,LPG,LPG,1.0,1232.14,184.82,1416.96,,False,True,,
JIM001,00017369,Invoice,2023-01-24,2023-01,S01,D/N 3021,LPG,LPG,3.0,3696.42,554.46,4250.88,,False,True,,
JIM001,00004514,Crd Note,2023-02-03,2023-02,D.1,D/N 3116 EMPTIES,CYL,CYL,-1.0,-520.0,-78.0,-598.0,,True,False,,
JIM001,00017458,Invoice,2023-02-03,2023-02,S01,D/N 3116,LPG,LPG,2.0,2464.28,369.64,2833.92,,False,True,,
JIM001,00017581,Invoice,2023-02-11,2023-02,S.3,D/N 3157,LPG,LPG,4.0,4725.04,708.76,5433.8,,False,True,,
JIM001,00017769,Invoice,2023-02-23,2023-02,S01,D/N 3335,LPG,LPG,3.0,3543.78,531.57,4075.35,,False,True,,
JIM001,00018062,Invoice,2023-03-02,2023-03,S.4,D/N 3360,LPG,LPG,4.0,5483.03,822.45,6305.48,,False,True,,
JIM001,00018299,Invoice,2023-03-08,2023-03,S.3,D/N 3378,LPG,LPG,2.0,2436.28,365.44,2801.72,,False,True,,
JIM001,00018507,Invoice,2023-03-16,2023-03,S.3,D/N 3903,LPG,LPG,2.0,2436.28,365.44,2801.72,,False,True,,
JIM001,00004634,Crd Note,2023-03-23,2023-03,S.1,D/N 3921 EMPTIES,CYL,CYL,-1.0,-300.0,-45.0,-345.0,,True,False,,
JIM001,00018695,Invoice,2023-03-23,2023-03,S.4,D/N 3921,LPG,LPG,3.0,3654.42,548.16,4202.58,,False,True,,
JIM001,00018696,Invoice,2023-03-23,2023-03,S.1,D/N 3921 EMPTIES,CYL,CYL,3.0,900.0,135.0,1035.0,,True,False,,
JIM001,00019153,Invoice,2023-04-06,2023-04,S.3,D/N 3873,LPG,LPG,4.0,4872.56,730.88,5603.44,,False,True,,
JIM001,00004725,Crd Note,2023-04-14,2023-04,S.1,D/N 4105 EMPTIES,CYL,CYL,-2.0,-600.0,-90.0,-690.0,,True,False,,
JIM001,00004726,Crd Note,2023-04-14,2023-04,S.1,D/N 4105 EMPTIES,CYL,CYL,-1.0,-300.0,-45.0,-345.0,,True,False,,
JIM001,00019347,Invoice,2023-04-14,2023-04,S.3,D/N 4105,LPG,LPG,2.0,2369.5,355.43,2724.93,,False,True,,
JIM001,00019349,Invoice,2023-04-14,2023-04,S.1,D/N 4105 EMPTIES,CYL,CYL,2.0,600.0,90.0,690.0,,True,False,,
JIM001,00004759,Crd Note,2023-04-20,2023-04,S.1,D/N 4712 EMPTIES,CYL,CYL,-2.0,-600.0,-90.0,-690.0,,True,False,,
JIM001,00019494,Invoice,2023-04-20,2023-04,S.4,D/N 4712,LPG,LPG,2.0,2369.5,355.43,2724.93,,False,True,,
JIM001,00019499,Invoice,2023-04-20,2023-04,S.1,D/N 4712 EMPTIES,CYL,CYL,2.0,600.0,90.0,690.0,,True,False,,
JIM001,00004799,Crd Note,2023-04-26,2023-04,S.1,D/N 4143 EMPTIES,CYL,CYL,-3.0,-900.0,-135.0,-1035.0,,True,False,,
JIM001,00019697,Invoice,2023-04-26,2023-04,S01,D/N 4143,LPG,LPG,3.0,3554.25,533.14,4087.39,,False,True,,
JIM001,00019698,Invoice,2023-04-26,2023-04,S.1,D/N 4143 EMPTIES,CYL,CYL,3.0,900.0,135.0,1035.0,,True,False,,
JIM001,00004859,Crd Note,2023-05-04,2023-05,S.1,D/N 4163 EMPTIES,CYL,CYL,-1.0,-300.0,-45.0,-345.0,,True,False,,
JIM001,00004859,Crd Note,2023-05-04,2023-05,D.1,D/N 4163 EMPTIES,CYL,CYL,-2.0,-600.0,-90.0,-690.0,,True,False,,
JIM001,00019924,Invoice,2023-05-04,2023-05,D.3,D/N 4163,LPG,LPG,1.0,1184.75,177.71,1362.46,,False,True,,
JIM001,00019924,Invoice,2023-05-04,2023-05,S.4,D/N 4163,LPG,LPG,1.0,1184.75,177.71,1362.46,,False,True,,
JIM001,00019924,Invoice,2023-05-04,2023-05,D.4,D/N 4163,LPG,LPG,1.0,1184.76,177.71,1362.47,,False,True,,
JIM001,00019928,Invoice,2023-05-04,2023-05,S.1,D/N 4163 EMPTIES,CYL,CYL,1.0,300.0,45.0,345.0,,True,False,,
JIM001,00019928,Invoice,2023-05-04,2023-05,D.1,D/N 4163 EMPTIES,CYL,CYL,2.0,600.0,90.0,690.0,,True,False,,
