debtor_code,doc_no,entry_type,tx_date,stock_code,standard_weight_group,qty,amount_incl,financial_effect,custody_effect,deposit_rate,custody_exposure,source_file,notes
JIM001,00012072,Crd Note,2025-03-14,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00041487,Invoice,2025-03-14,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00041634,Invoice,2025-03-20,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00012116,Crd Note,2025-03-22,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00012141,Crd Note,2025-03-28,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00041800,Invoice,2025-03-28,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00012178,Crd Note,2025-04-02,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00041927,Invoice,2025-04-02,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00012300,Crd Note,2025-04-17,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00042358,Invoice,2025-04-17,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00012349,Crd Note,2025-04-25,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00042566,Invoice,2025-04-25,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00042705,Invoice,2025-04-30,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00012391,Crd Note,2025-05-03,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00042756,Invoice,2025-05-03,9.1,9kg,1.0,517.5,517.5,1.0,517.5,517.5,,
JIM001,00042756,Invoice,2025-05-03,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00012408,Crd Note,2025-05-05,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00012453,Crd Note,2025-05-09,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00042951,Invoice,2025-05-09,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00012488,Crd Note,2025-05-15,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00043090,Invoice,2025-05-15,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00012543,Crd Note,2025-05-22,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00043272,Invoice,2025-05-22,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00012592,Crd Note,2025-05-29,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00043452,Invoice,2025-05-29,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00012634,Crd Note,2025-06-05,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00043630,Invoice,2025-06-05,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00012713,Crd Note,2025-06-12,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00012713,Crd Note,2025-06-12,9.1,9kg,-1.0,-517.5,-517.5,-1.0,517.5,-517.5,,
JIM001,00043883,Invoice,2025-06-12,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00043883,Invoice,2025-06-12,9.1,9kg,1.0,517.5,517.5,1.0,517.5,517.5,,
JIM001,00012725,Crd Note,2025-06-13,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00012725,Crd Note,2025-06-13,9.1,9kg,-1.0,-517.5,-517.5,-1.0,517.5,-517.5,,
JIM001,00043911,Invoice,2025-06-13,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00043911,Invoice,2025-06-13,9.1,9kg,1.0,517.5,517.5,1.0,517.5,517.5,,
JIM001,00044098,Invoice,2025-06-20,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00012775,Crd Note,2025-06-21,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00012823,Crd Note,2025-06-26,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00044242,Invoice,2025-06-26,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00044517,Invoice,2025-07-04,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00044517,Invoice,2025-07-04,9.1,9kg,1.0,517.5,517.5,1.0,517.5,517.5,,
JIM001,00012900,Crd Note,2025-07-05,9.1,9kg,-1.0,-517.5,-517.5,-1.0,517.5,-517.5,,
JIM001,00012900,Crd Note,2025-07-05,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00013010,Crd Note,2025-07-18,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00044934,Invoice,2025-07-18,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00013047,Crd Note,2025-07-24,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00045096,Invoice,2025-07-24,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00013061,Crd Note,2025-07-26,9.1,9kg,-1.0,-517.5,-517.5,-1.0,517.5,-517.5,,
JIM001,00045165,Invoice,2025-07-26,9.1,9kg,1.0,517.5,517.5,1.0,517.5,517.5,,
JIM001,00045324,Invoice,2025-08-01,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00013118,Crd Note,2025-08-03,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00013171,Crd Note,2025-08-08,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00045499,Invoice,2025-08-08,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00045672,Invoice,2025-08-15,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00013239,Crd Note,2025-08-16,S.1,S.1,-1.0,-1207.5,-1207.5,-1.0,1150.0,-1150.0,,
JIM001,00013288,Crd Note,2025-08-22,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00045832,Invoice,2025-08-22,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00013333,Crd Note,2025-08-29,S.1,S.1,-1.0,-1207.5,-1207.5,-1.0,1150.0,-1150.0,,
JIM001,00045993,Invoice,2025-08-29,S.1,S.1,1.0,1207.5,1207.5,1.0,1150.0,1150.0,,
JIM001,00013375,Crd Note,2025-09-04,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00046121,Invoice,2025-09-04,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00046309,Invoice,2025-09-11,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00013450,Crd Note,2025-09-12,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00046526,Invoice,2025-09-19,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00013519,Crd Note,2025-09-22,S.1,S.1,-4.0,-4830.0,-4830.0,-4.0,1150.0,-4600.0,,
JIM001,00013554,Crd Note,2025-09-26,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00046687,Invoice,2025-09-26,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00013607,Crd Note,2025-10-03,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00046860,Invoice,2025-10-03,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00013647,Crd Note,2025-10-09,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00046991,Invoice,2025-10-09,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00013705,Crd Note,2025-10-17,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00047157,Invoice,2025-10-17,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00013745,Crd Note,2025-10-24,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00047293,Invoice,2025-10-24,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00047465,Invoice,2025-11-01,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00013804,Crd Note,2025-11-03,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00013828,Crd Note,2025-11-08,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00047572,Invoice,2025-11-08,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00013870,Crd Note,2025-11-14,S.1,S.1,-1.0,-1207.5,-1207.5,-1.0,1150.0,-1150.0,,
JIM001,00047671,Invoice,2025-11-14,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00013925,Crd Note,2025-11-21,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00047849,Invoice,2025-11-21,S.1,S.1,1.0,1207.5,1207.5,1.0,1150.0,1150.0,,
JIM001,00047984,Invoice,2025-11-28,S.1,S.1,1.0,1207.5,1207.5,1.0,1150.0,1150.0,,
JIM001,00014008,Crd Note,2025-12-04,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00048099,Invoice,2025-12-04,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00014066,Crd Note,2025-12-12,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00048245,Invoice,2025-12-12,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00048392,Invoice,2025-12-19,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00014131,Crd Note,2025-12-20,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00014159,Crd Note,2025-12-24,S.1,S.1,-1.0,-1207.5,-1207.5,-1.0,1150.0,-1150.0,,
JIM001,00048488,Invoice,2025-12-24,S.1,S.1,1.0,1207.5,1207.5,1.0,1150.0,1150.0,,
JIM001,00014199,Crd Note,2025-12-31,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00048579,Invoice,2025-12-31,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00014259,Crd Note,2026-01-01,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00048600,Invoice,2026-01-01,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00014239,Crd Note,2026-01-09,S.1,S.1,-4.0,-4830.0,-4830.0,-4.0,1150.0,-4600.0,,
JIM001,00048702,Invoice,2026-01-09,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00048829,Invoice,2026-01-17,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00014313,Crd Note,2026-01-22,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00048995,Invoice,2026-01-28,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00014352,Crd Note,2026-01-29,S.1,S.1,-4.0,-4830.0,-4830.0,-4.0,1150.0,-4600.0,,
JIM001,00014389,Crd Note,2026-02-06,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00049127,Invoice,2026-02-06,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00014438,Crd Note,2026-02-18,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00049316,Invoice,2026-02-18,D.1,D.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00049531,Invoice,2026-03-03,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00014525,Crd Note,2026-03-04,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00014527,Crd Note,2026-03-04,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00049541,Invoice,2026-03-04,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00049728,Invoice,2026-03-13,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00014591,Crd Note,2026-03-14,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00014630,Crd Note,2026-03-20,S.1,S.1,-1.0,-1207.5,-1207.5,-1.0,1150.0,-1150.0,,
JIM001,00014630,Crd Note,2026-03-20,D.1,D.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00049843,Invoice,2026-03-20,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00014694,Crd Note,2026-04-01,S.1,S.1,-4.0,-4830.0,-4830.0,-4.0,1150.0,-4600.0,,
JIM001,00050043,Invoice,2026-04-01,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00014731,Crd Note,2026-04-09,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00050162,Invoice,2026-04-09,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00050291,Invoice,2026-04-18,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00014779,Crd Note,2026-04-20,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00050372,Invoice,2026-04-24,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00014835,Crd Note,2026-05-01,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00050469,Invoice,2026-05-01,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
JIM001,00014877,Crd Note,2026-05-09,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00050595,Invoice,2026-05-09,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00050713,Invoice,2026-05-16,S.1,S.1,2.0,2415.0,2415.0,2.0,1150.0,2300.0,,
JIM001,00014924,Crd Note,2026-05-19,S.1,S.1,-2.0,-2415.0,-2415.0,-2.0,1150.0,-2300.0,,
JIM001,00014940,Crd Note,2026-05-21,S.1,S.1,-3.0,-3622.5,-3622.5,-3.0,1150.0,-3450.0,,
JIM001,00050811,Invoice,2026-05-21,S.1,S.1,3.0,3622.5,3622.5,3.0,1150.0,3450.0,,
